Store,Dept,Date,Weekly_Sales,Weekly_Sales_Predicted,IsHoliday,Type,Difference
2,58,2012-10-12,23065.0,21190.5,0,A,-1874.5
2,58,2012-10-19,21485.0,21044.31,0,A,-440.69
2,58,2012-10-26,25000.0,21178.89,0,A,-3821.11
2,59,2012-08-10,202.48,1264.56,0,A,1062.08
2,59,2012-08-17,478.67,1289.75,0,A,811.08
2,59,2012-08-24,282.87,1221.69,0,A,938.82
2,59,2012-08-31,378.36,1298.21,0,A,919.85
2,59,2012-09-07,531.2,1500.13,1,A,968.93
2,59,2012-09-14,435.51,1366.38,0,A,930.87
2,59,2012-09-21,366.96,1386.43,0,A,1019.47
2,59,2012-09-28,404.98,1284.44,0,A,879.46
2,59,2012-10-05,350.03,1497.12,0,A,1147.09
2,59,2012-10-12,280.18,1294.58,0,A,1014.4
2,59,2012-10-19,290.91,1436.64,0,A,1145.73
2,59,2012-10-26,287.25,1354.66,0,A,1067.41
2,60,2012-08-10,252.0,115.98,0,A,-136.02
2,60,2012-08-17,297.0,137.9,0,A,-159.1
2,60,2012-08-24,216.0,69.84,0,A,-146.16
2,60,2012-08-31,450.0,146.36,0,A,-303.64
2,60,2012-09-07,252.0,344.48,1,A,92.48
2,60,2012-09-14,270.0,217.8,0,A,-52.2
2,60,2012-09-21,396.0,246.72,0,A,-149.28
2,60,2012-09-28,333.0,140.76,0,A,-192.24
2,60,2012-10-05,288.0,326.92,0,A,38.92
2,60,2012-10-12,333.0,149.97,0,A,-183.03
2,60,2012-10-19,396.0,284.79,0,A,-111.21
2,60,2012-10-26,261.0,206.78,0,A,-54.22
2,67,2012-08-10,9851.09,11879.32,0,A,2028.23
2,67,2012-08-17,9096.57,12145.53,0,A,3048.96
2,67,2012-08-24,8949.5,12109.1,0,A,3159.6
2,67,2012-08-31,8620.49,12355.39,0,A,3734.9
2,67,2012-09-07,8658.59,12433.75,1,A,3775.16
2,67,2012-09-14,9588.39,12194.71,0,A,2606.32
2,67,2012-09-21,9991.17,11957.46,0,A,1966.29
2,67,2012-09-28,9411.81,11764.59,0,A,2352.78
2,67,2012-10-05,10454.23,12870.04,0,A,2415.81
2,67,2012-10-12,10034.89,11856.27,0,A,1821.38
2,67,2012-10-19,10946.18,12291.53,0,A,1345.35
2,67,2012-10-26,10224.32,12285.68,0,A,2061.36
2,71,2012-08-10,4532.84,4541.67,0,A,8.83
2,71,2012-08-17,5841.76,4581.2,0,A,-1260.56
2,71,2012-08-24,6284.82,4528.71,0,A,-1756.11
2,71,2012-08-31,4500.95,4685.15,0,A,184.2
2,71,2012-09-07,4933.72,4972.41,1,A,38.69
2,71,2012-09-14,4495.51,4673.99,0,A,178.48
2,71,2012-09-21,4787.86,4661.56,0,A,-126.3
2,71,2012-09-28,3276.02,4553.71,0,A,1277.69
2,71,2012-10-05,3951.15,4814.51,0,A,863.36
2,71,2012-10-12,3294.4,4582.54,0,A,1288.14
2,71,2012-10-19,5319.04,4738.39,0,A,-580.65
2,71,2012-10-26,3588.43,4703.82,0,A,1115.39
2,72,2012-08-10,55112.18,74100.22,0,A,18988.04
2,72,2012-08-17,69411.27,75127.78,0,A,5716.51
2,72,2012-08-24,69892.49,74552.9,0,A,4660.41
2,72,2012-08-31,67488.9,74058.17,0,A,6569.27
2,72,2012-09-07,65524.14,72161.44,1,A,6637.3
2,72,2012-09-14,68694.92,72145.11,0,A,3450.19
2,72,2012-09-21,82465.63,72384.6,0,A,-10081.03
2,72,2012-09-28,70755.16,71574.84,0,A,819.68
2,72,2012-10-05,76706.02,78514.42,0,A,1808.4
2,72,2012-10-12,63842.47,75101.98,0,A,11259.51
2,72,2012-10-19,52176.54,86788.99,0,A,34612.45
2,72,2012-10-26,48941.21,78162.79,0,A,29221.58
2,74,2012-08-10,15614.39,16757.69,0,A,1143.3
2,74,2012-08-17,18755.56,17046.89,0,A,-1708.67
2,74,2012-08-24,19316.35,17061.73,0,A,-2254.62
2,74,2012-08-31,16024.67,17067.83,0,A,1043.16
2,74,2012-09-07,16565.41,17396.88,1,A,831.47
2,74,2012-09-14,14724.8,16932.0,0,A,2207.2
2,74,2012-09-21,15045.63,16888.91,0,A,1843.28
2,74,2012-09-28,14635.77,16790.86,0,A,2155.09
2,74,2012-10-05,16291.94,18118.67,0,A,1826.73
2,74,2012-10-12,13871.2,16828.67,0,A,2957.47
2,74,2012-10-19,15467.96,17352.63,0,A,1884.67
2,74,2012-10-26,14547.62,17386.21,0,A,2838.59
2,79,2012-08-10,32215.8,32435.58,0,A,219.78
2,79,2012-08-17,29314.82,32926.21,0,A,3611.39
2,79,2012-08-24,28171.75,32958.51,0,A,4786.76
2,79,2012-08-31,28546.4,33466.01,0,A,4919.61
2,79,2012-09-07,40207.22,33926.04,1,A,-6281.18
2,79,2012-09-14,28853.25,33005.38,0,A,4152.13
2,79,2012-09-21,29511.22,32705.69,0,A,3194.47
2,79,2012-09-28,28884.9,32726.56,0,A,3841.66
2,79,2012-10-05,41127.05,35624.68,0,A,-5502.37
2,79,2012-10-12,33427.18,32464.05,0,A,-963.13
2,79,2012-10-19,27411.78,33846.66,0,A,6434.88
2,79,2012-10-26,28451.69,33437.89,0,A,4986.2
2,80,2012-08-10,27147.01,25426.58,0,A,-1720.43
2,80,2012-08-17,25112.09,25578.03,0,A,465.94
2,80,2012-08-24,25033.85,25499.23,0,A,465.38
2,80,2012-08-31,25772.72,25962.18,0,A,189.46
2,80,2012-09-07,26895.99,26240.04,1,A,-655.95
2,80,2012-09-14,25811.35,25290.23,0,A,-521.12
2,80,2012-09-21,23879.68,25370.84,0,A,1491.16
2,80,2012-09-28,25346.01,25308.05,0,A,-37.96
2,80,2012-10-05,26186.92,27481.05,0,A,1294.13
2,80,2012-10-12,25051.81,25199.38,0,A,147.57
2,80,2012-10-19,27033.19,26173.74,0,A,-859.45
2,80,2012-10-26,25410.09,26077.97,0,A,667.88
2,81,2012-08-10,31641.63,29991.72,0,A,-1649.91
2,81,2012-08-17,31002.52,30319.28,0,A,-683.24
2,81,2012-08-24,28245.04,30364.7,0,A,2119.66
2,81,2012-08-31,32208.81,30618.95,0,A,-1589.86
2,81,2012-09-07,32033.91,30920.15,1,A,-1113.76
2,81,2012-09-14,31338.3,30787.33,0,A,-550.97
2,81,2012-09-21,30042.62,30564.15,0,A,521.53
2,81,2012-09-28,28829.75,30279.78,0,A,1450.03
2,81,2012-10-05,30915.34,33021.75,0,A,2106.41
2,81,2012-10-12,29980.69,30492.27,0,A,511.58
2,81,2012-10-19,29464.36,31651.88,0,A,2187.52
2,81,2012-10-26,29040.96,31304.62,0,A,2263.66
2,82,2012-08-10,24627.22,24531.83,0,A,-95.39
2,82,2012-08-17,25570.45,24646.38,0,A,-924.07
2,82,2012-08-24,25070.06,24601.23,0,A,-468.83
2,82,2012-08-31,26428.81,25079.44,0,A,-1349.37
2,82,2012-09-07,26406.39,25688.42,1,A,-717.97
2,82,2012-09-14,24857.24,24870.43,0,A,13.19
2,82,2012-09-21,24128.29,24822.63,0,A,694.34
2,82,2012-09-28,22708.62,24846.16,0,A,2137.54
2,82,2012-10-05,25024.86,26770.72,0,A,1745.86
2,82,2012-10-12,25030.16,24699.51,0,A,-330.65
2,82,2012-10-19,24597.78,25637.74,0,A,1039.96
2,82,2012-10-26,24997.37,25476.09,0,A,478.72
2,83,2012-08-10,6759.73,5506.78,0,A,-1252.95
2,83,2012-08-17,6685.8,5554.18,0,A,-1131.62
2,83,2012-08-24,4847.43,5493.98,0,A,646.55
2,83,2012-08-31,5421.32,5550.54,0,A,129.22
2,83,2012-09-07,6007.51,5747.42,1,A,-260.09
2,83,2012-09-14,5626.73,5626.88,0,A,0.15
2,83,2012-09-21,5052.04,5689.81,0,A,637.77
2,83,2012-09-28,4783.33,5533.11,0,A,749.78
2,83,2012-10-05,6315.92,5858.35,0,A,-457.57
2,83,2012-10-12,5962.23,5474.59,0,A,-487.64
2,83,2012-10-19,5900.1,5702.3,0,A,-197.8
2,83,2012-10-26,4489.72,5696.14,0,A,1206.42
2,85,2012-08-10,3123.4,3475.85,0,A,352.45
2,85,2012-08-17,2878.22,3499.04,0,A,620.82
2,85,2012-08-24,2931.07,3438.84,0,A,507.77
2,85,2012-08-31,3133.17,3537.11,0,A,403.94
2,85,2012-09-07,3217.93,3785.56,1,A,567.63
2,85,2012-09-14,2604.3,3594.04,0,A,989.74
2,85,2012-09-21,2399.12,3605.81,0,A,1206.69
2,85,2012-09-28,2256.62,3486.52,0,A,1229.9
2,85,2012-10-05,2269.27,3739.7,0,A,1470.43
2,85,2012-10-12,2433.49,3519.77,0,A,1086.28
2,85,2012-10-19,2809.45,3648.61,0,A,839.16
2,85,2012-10-26,3298.84,3621.46,0,A,322.62
2,87,2012-08-10,25037.85,25435.53,0,A,397.68
2,87,2012-08-17,25048.39,25682.14,0,A,633.75
2,87,2012-08-24,21185.92,25596.67,0,A,4410.75
2,87,2012-08-31,29442.85,26191.56,0,A,-3251.29
2,87,2012-09-07,26493.9,26447.39,1,A,-46.51
2,87,2012-09-14,22045.74,25608.52,0,A,3562.78
2,87,2012-09-21,21220.28,25607.96,0,A,4387.68
2,87,2012-09-28,21643.29,25551.02,0,A,3907.73
2,87,2012-10-05,44671.99,27537.62,0,A,-17134.37
2,87,2012-10-12,22248.39,25404.43,0,A,3156.04
2,87,2012-10-19,21313.26,26411.25,0,A,5097.99
2,87,2012-10-26,21623.54,26219.17,0,A,4595.63
2,90,2012-08-10,97053.99,97821.61,0,A,767.62
2,90,2012-08-17,101366.47,99389.55,0,A,-1976.92
2,90,2012-08-24,94870.83,98760.38,0,A,3889.55
2,90,2012-08-31,100564.16,98856.8,0,A,-1707.36
2,90,2012-09-07,104556.46,98623.23,1,A,-5933.23
2,90,2012-09-14,102206.83,99252.56,0,A,-2954.27
2,90,2012-09-21,96837.83,98963.23,0,A,2125.4
2,90,2012-09-28,96590.03,97588.39,0,A,998.36
2,90,2012-10-05,107403.51,105157.99,0,A,-2245.52
2,90,2012-10-12,105762.82,99610.02,0,A,-6152.8
2,90,2012-10-19,102550.04,99971.3,0,A,-2578.74
2,90,2012-10-26,100544.64,99317.48,0,A,-1227.16
2,91,2012-08-10,88085.32,79790.16,0,A,-8295.16
2,91,2012-08-17,87363.99,81271.5,0,A,-6092.49
2,91,2012-08-24,76683.14,80763.99,0,A,4080.85
2,91,2012-08-31,80808.8,80400.7,0,A,-408.1
2,91,2012-09-07,83399.01,80376.45,1,A,-3022.56
2,91,2012-09-14,81943.56,79629.69,0,A,-2313.87
2,91,2012-09-21,78540.21,79360.86,0,A,820.65
2,91,2012-09-28,75325.66,78495.91,0,A,3170.25
2,91,2012-10-05,85978.07,85503.19,0,A,-474.88
2,91,2012-10-12,83666.41,79182.05,0,A,-4484.36
2,91,2012-10-19,80550.34,80786.11,0,A,235.77
2,91,2012-10-26,75329.8,79941.32,0,A,4611.52
2,92,2012-08-10,170283.67,165896.55,0,A,-4387.12
2,92,2012-08-17,173002.07,166487.12,0,A,-6514.95
2,92,2012-08-24,157874.84,165738.28,0,A,7863.44
2,92,2012-08-31,169994.15,166933.67,0,A,-3060.48
2,92,2012-09-07,182189.34,182108.22,1,A,-81.12
2,92,2012-09-14,179419.94,174024.47,0,A,-5395.47
2,92,2012-09-21,169646.36,174233.55,0,A,4587.19
2,92,2012-09-28,159369.52,158862.8,0,A,-506.72
2,92,2012-10-05,192860.85,182430.38,0,A,-10430.47
2,92,2012-10-12,192455.74,179656.95,0,A,-12798.79
2,92,2012-10-19,175971.97,167485.7,0,A,-8486.27
2,92,2012-10-26,169784.13,171374.28,0,A,1590.15
2,93,2012-08-10,79684.98,72195.14,0,A,-7489.84
2,93,2012-08-17,84053.55,72987.53,0,A,-11066.02
2,93,2012-08-24,67563.36,72512.69,0,A,4949.33
2,93,2012-08-31,73745.88,71569.85,0,A,-2176.03
2,93,2012-09-07,85314.0,72909.04,1,A,-12404.96
2,93,2012-09-14,81530.16,71526.65,0,A,-10003.51
2,93,2012-09-21,71229.3,71680.27,0,A,450.97
2,93,2012-09-28,67980.56,71130.12,0,A,3149.56
2,93,2012-10-05,80830.06,76621.24,0,A,-4208.82
2,93,2012-10-12,84581.61,72031.23,0,A,-12550.38
2,93,2012-10-19,75948.41,72840.89,0,A,-3107.52
2,93,2012-10-26,71383.59,72170.21,0,A,786.62
2,94,2012-08-10,78542.86,70845.69,0,A,-7697.17
2,94,2012-08-17,74809.81,71738.09,0,A,-3071.72
2,94,2012-08-24,66590.42,71386.94,0,A,4796.52
2,94,2012-08-31,71934.11,70417.95,0,A,-1516.16
2,94,2012-09-07,74909.27,69839.25,1,A,-5070.02
2,94,2012-09-14,71138.45,69773.59,0,A,-1364.86
2,94,2012-09-21,71351.89,69757.07,0,A,-1594.82
2,94,2012-09-28,68920.29,69428.03,0,A,507.74
2,94,2012-10-05,72994.42,75239.42,0,A,2245.0
2,94,2012-10-12,72007.43,70932.86,0,A,-1074.57
2,94,2012-10-19,73438.58,71408.09,0,A,-2030.49
2,94,2012-10-26,71138.52,70416.78,0,A,-721.74
2,95,2012-08-10,157227.55,152513.5,0,A,-4714.05
2,95,2012-08-17,151758.6,153321.84,0,A,1563.24
2,95,2012-08-24,137902.5,154184.17,0,A,16281.67
2,95,2012-08-31,154732.04,154251.02,0,A,-481.02
2,95,2012-09-07,155701.57,156813.06,1,A,1111.49
2,95,2012-09-14,151208.59,154087.62,0,A,2879.03
2,95,2012-09-21,145469.62,151558.25,0,A,6088.63
2,95,2012-09-28,144370.82,142179.5,0,A,-2191.32
2,95,2012-10-05,152482.21,159568.38,0,A,7086.17
2,95,2012-10-12,145394.36,155331.17,0,A,9936.81
2,95,2012-10-19,146283.06,150070.09,0,A,3787.03
2,95,2012-10-26,138018.99,149345.81,0,A,11326.82
2,96,2012-08-10,36033.46,34477.11,0,A,-1556.35
2,96,2012-08-17,36681.1,34823.08,0,A,-1858.02
2,96,2012-08-24,32917.03,34897.61,0,A,1980.58
2,96,2012-08-31,35395.8,35238.68,0,A,-157.12
2,96,2012-09-07,39417.56,35793.96,1,A,-3623.6
2,96,2012-09-14,33617.51,34988.83,0,A,1371.32
2,96,2012-09-21,34226.3,34742.22,0,A,515.92
2,96,2012-09-28,36515.56,34702.61,0,A,-1812.95
2,96,2012-10-05,36989.71,38048.26,0,A,1058.55
2,96,2012-10-12,35039.07,34789.39,0,A,-249.68
2,96,2012-10-19,38363.7,36086.99,0,A,-2276.71
2,96,2012-10-26,38391.46,35739.37,0,A,-2652.09
2,97,2012-08-10,41704.03,40123.59,0,A,-1580.44
2,97,2012-08-17,40603.3,40479.97,0,A,-123.33
2,97,2012-08-24,38019.94,40773.8,0,A,2753.86
2,97,2012-08-31,43816.45,40894.0,0,A,-2922.45
2,97,2012-09-07,45175.57,40767.38,1,A,-4408.19
2,97,2012-09-14,44030.55,40565.33,0,A,-3465.22
2,97,2012-09-21,41377.07,40570.15,0,A,-806.92
2,97,2012-09-28,38863.49,40278.17,0,A,1414.68
2,97,2012-10-05,45265.15,43690.75,0,A,-1574.4
2,97,2012-10-12,44342.75,39901.04,0,A,-4441.71
2,97,2012-10-19,41532.03,41316.77,0,A,-215.26
2,97,2012-10-26,40710.09,40953.64,0,A,243.55
2,98,2012-08-10,12146.49,13747.87,0,A,1601.38
2,98,2012-08-17,12561.86,14018.3,0,A,1456.44
2,98,2012-08-24,11787.22,13921.71,0,A,2134.49
2,98,2012-08-31,12005.12,14040.45,0,A,2035.33
2,98,2012-09-07,12817.74,14279.16,1,A,1461.42
2,98,2012-09-14,13109.24,13961.6,0,A,852.36
2,98,2012-09-21,14188.22,13753.47,0,A,-434.75
2,98,2012-09-28,13271.51,13590.28,0,A,318.77
2,98,2012-10-05,15203.52,14794.84,0,A,-408.68
2,98,2012-10-12,15149.67,13671.44,0,A,-1478.23
2,98,2012-10-19,14597.1,14240.2,0,A,-356.9
2,98,2012-10-26,14233.43,14138.97,0,A,-94.46
2,99,2012-08-10,10.06,397.07,0,A,387.01
2,99,2012-08-17,0.1,439.46,0,A,439.36
2,99,2012-08-24,60.1,404.26,0,A,344.16
2,99,2012-08-31,20.07,446.54,0,A,426.47
2,99,2012-09-07,0.12,690.86,1,A,690.74
2,99,2012-09-14,0.06,527.97,0,A,527.91
2,99,2012-10-05,595.0,739.6,0,A,144.6
2,99,2012-10-12,50.0,434.5,0,A,384.5
3,1,2012-08-10,5853.88,7477.06,0,B,1623.18
3,1,2012-08-17,6762.8,7302.6,0,B,539.8
3,1,2012-08-24,6991.31,7546.8,0,B,555.49
3,1,2012-08-31,6943.91,7660.72,0,B,716.81
3,1,2012-09-07,8118.58,7725.8,1,B,-392.78
3,1,2012-09-14,8712.1,7665.43,0,B,-1046.67
3,1,2012-09-21,9218.35,7759.21,0,B,-1459.14
3,1,2012-09-28,8762.39,7583.06,0,B,-1179.33
3,1,2012-10-05,9750.12,7950.91,0,B,-1799.21
3,1,2012-10-12,11038.58,7527.56,0,B,-3511.02
3,1,2012-10-19,10886.48,7645.57,0,B,-3240.91
3,1,2012-10-26,11351.24,7706.49,0,B,-3644.75
3,2,2012-08-10,19509.85,17124.21,0,B,-2385.64
3,2,2012-08-17,19013.37,17073.41,0,B,-1939.96
3,2,2012-08-24,18145.98,17131.81,0,B,-1014.17
3,2,2012-08-31,20118.38,17292.06,0,B,-2826.32
3,2,2012-09-07,19681.7,17115.36,1,B,-2566.34
3,2,2012-09-14,18532.1,17087.96,0,B,-1444.14
3,2,2012-09-21,18270.56,17067.11,0,B,-1203.45
3,2,2012-09-28,17986.75,16896.53,0,B,-1090.22
3,2,2012-10-05,20517.77,18090.5,0,B,-2427.27
3,2,2012-10-12,18120.98,16997.37,0,B,-1123.61
3,2,2012-10-19,19849.1,17248.74,0,B,-2600.36
3,2,2012-10-26,18894.7,17052.08,0,B,-1842.62
3,3,2012-08-10,13719.23,5600.67,0,B,-8118.56
3,3,2012-08-17,13093.59,5545.27,0,B,-7548.32
3,3,2012-08-24,16200.07,5618.57,0,B,-10581.5
3,3,2012-08-31,18159.86,5676.99,0,B,-12482.87
3,3,2012-09-07,6750.69,5687.34,1,B,-1063.35
3,3,2012-09-14,6019.94,5598.05,0,B,-421.89
3,3,2012-09-21,5151.64,5642.04,0,B,490.4
3,3,2012-09-28,4826.56,5547.96,0,B,721.4
3,3,2012-10-05,5609.73,5909.08,0,B,299.35
3,3,2012-10-12,5010.04,5516.93,0,B,506.89
3,3,2012-10-19,5005.44,5678.41,0,B,672.97
3,3,2012-10-26,4730.72,5724.87,0,B,994.15
3,4,2012-08-10,9778.18,8649.33,0,B,-1128.85
3,4,2012-08-17,9746.96,8650.12,0,B,-1096.84
3,4,2012-08-24,9407.82,8811.93,0,B,-595.89
3,4,2012-08-31,9454.64,8800.59,0,B,-654.05
3,4,2012-09-07,9651.79,8815.65,1,B,-836.14
3,4,2012-09-14,9200.13,8702.18,0,B,-497.95
3,4,2012-09-21,8853.35,8843.55,0,B,-9.8
3,4,2012-09-28,8022.81,8581.55,0,B,558.74
3,4,2012-10-05,10434.33,9063.94,0,B,-1370.39
3,4,2012-10-12,9072.09,8592.75,0,B,-479.34
3,4,2012-10-19,9454.2,8853.61,0,B,-600.59
3,4,2012-10-26,8459.82,8804.22,0,B,344.4
3,5,2012-08-10,11543.31,11613.35,0,B,70.04
3,5,2012-08-17,9465.5,11807.2,0,B,2341.7
3,5,2012-08-24,12432.06,11843.41,0,B,-588.65
3,5,2012-08-31,12087.08,11969.16,0,B,-117.92
3,5,2012-09-07,13606.6,12054.3,1,B,-1552.3
3,5,2012-09-14,14518.5,12292.98,0,B,-2225.52
3,5,2012-09-21,15793.37,12357.87,0,B,-3435.5
3,5,2012-09-28,15258.94,12078.54,0,B,-3180.4
3,5,2012-10-05,17859.58,13526.53,0,B,-4333.05
3,5,2012-10-12,11830.1,12607.56,0,B,777.46
3,5,2012-10-19,14397.08,12793.69,0,B,-1603.39
3,5,2012-10-26,15307.6,12797.9,0,B,-2509.7
3,6,2012-08-10,1525.96,2010.08,0,B,484.12
3,6,2012-08-17,1038.17,1934.64,0,B,896.47
3,6,2012-08-24,1236.38,1969.56,0,B,733.18
3,6,2012-08-31,2491.88,2024.04,0,B,-467.84
3,6,2012-09-07,1427.34,2060.76,1,B,633.42
3,6,2012-09-14,2556.04,2012.63,0,B,-543.41
3,6,2012-09-21,1357.94,2022.61,0,B,664.67
3,6,2012-09-28,2228.98,1968.73,0,B,-260.25
3,6,2012-10-05,2486.76,2142.35,0,B,-344.41
3,6,2012-10-12,1219.14,2001.67,0,B,782.53
3,6,2012-10-19,1845.04,2037.49,0,B,192.45
3,6,2012-10-26,1435.94,2041.9,0,B,605.96
3,7,2012-08-10,7507.23,10428.31,0,B,2921.08
3,7,2012-08-17,9199.3,10474.48,0,B,1275.18
3,7,2012-08-24,8358.21,10587.01,0,B,2228.8
3,7,2012-08-31,7447.39,10771.03,0,B,3323.64
3,7,2012-09-07,8814.91,10631.54,1,B,1816.63
3,7,2012-09-14,8006.34,10450.5,0,B,2444.16
3,7,2012-09-21,11761.9,10563.01,0,B,-1198.89
3,7,2012-09-28,9150.78,10346.34,0,B,1195.56
3,7,2012-10-05,12806.16,10919.84,0,B,-1886.32
3,7,2012-10-12,9375.33,10399.61,0,B,1024.28
3,7,2012-10-19,10888.71,11175.55,0,B,286.84
3,7,2012-10-26,7749.8,11002.4,0,B,3252.6
3,8,2012-08-10,8572.51,8469.69,0,B,-102.82
3,8,2012-08-17,7878.4,8447.05,0,B,568.65
3,8,2012-08-24,8345.17,8608.86,0,B,263.69
3,8,2012-08-31,7997.62,8579.12,0,B,581.5
3,8,2012-09-07,8279.51,8592.23,1,B,312.72
3,8,2012-09-14,8508.34,8509.4,0,B,1.06
3,8,2012-09-21,7795.66,8606.48,0,B,810.82
3,8,2012-09-28,8648.24,8357.6,0,B,-290.64
3,8,2012-10-05,8983.76,8890.79,0,B,-92.97
3,8,2012-10-12,8743.69,8300.04,0,B,-443.65
3,8,2012-10-19,8441.96,8425.83,0,B,-16.13
3,8,2012-10-26,8495.07,8341.57,0,B,-153.5
3,9,2012-08-10,8538.62,9143.34,0,B,604.72
3,9,2012-08-17,9157.57,9162.18,0,B,4.61
3,9,2012-08-24,9388.79,9299.04,0,B,-89.75
3,9,2012-08-31,12054.33,9362.55,0,B,-2691.78
3,9,2012-09-07,12780.73,9371.31,1,B,-3409.42
3,9,2012-09-14,12226.32,9112.56,0,B,-3113.76
3,9,2012-09-21,18045.82,9213.82,0,B,-8832.0
3,9,2012-09-28,20842.16,9118.5,0,B,-11723.66
3,9,2012-10-05,14585.78,9586.61,0,B,-4999.17
3,9,2012-10-12,14176.36,9132.52,0,B,-5043.84
3,9,2012-10-19,10170.35,9419.03,0,B,-751.32
3,9,2012-10-26,9582.02,9317.29,0,B,-264.73
3,10,2012-08-10,12010.75,10972.48,0,B,-1038.27
3,10,2012-08-17,14249.92,11004.98,0,B,-3244.94
3,10,2012-08-24,13841.45,11128.58,0,B,-2712.87
3,10,2012-08-31,12894.29,11245.37,0,B,-1648.92
3,10,2012-09-07,13337.34,11154.08,1,B,-2183.26
3,10,2012-09-14,12876.86,10900.99,0,B,-1975.87
3,10,2012-09-21,12869.56,11089.26,0,B,-1780.3
3,10,2012-09-28,13052.74,10864.01,0,B,-2188.73
3,10,2012-10-05,14023.93,11743.55,0,B,-2280.38
3,10,2012-10-12,11915.08,11049.18,0,B,-865.9
3,10,2012-10-19,12796.64,11254.42,0,B,-1542.22
3,10,2012-10-26,14112.99,11208.52,0,B,-2904.47
3,11,2012-08-10,7026.66,8982.41,0,B,1955.75
3,11,2012-08-17,8086.69,9003.59,0,B,916.9
3,11,2012-08-24,6915.04,9138.53,0,B,2223.49
3,11,2012-08-31,7475.59,9234.7,0,B,1759.11
3,11,2012-09-07,7015.59,9153.5,1,B,2137.91
3,11,2012-09-14,6737.77,8970.87,0,B,2233.1
3,11,2012-09-21,5604.17,8992.37,0,B,3388.2
3,11,2012-09-28,6796.76,8899.9,0,B,2103.14
3,11,2012-10-05,6844.98,9549.72,0,B,2704.74
3,11,2012-10-12,8294.77,8953.22,0,B,658.45
3,11,2012-10-19,12270.31,9182.76,0,B,-3087.55
3,11,2012-10-26,9291.66,9149.05,0,B,-142.61
3,12,2012-08-10,3462.4,2435.44,0,B,-1026.96
3,12,2012-08-17,2698.09,2359.99,0,B,-338.1
3,12,2012-08-24,2627.17,2394.91,0,B,-232.26
3,12,2012-08-31,2475.86,2449.4,0,B,-26.46
3,12,2012-09-07,2602.72,2486.12,1,B,-116.6
3,12,2012-09-14,2312.75,2437.98,0,B,125.23
3,12,2012-09-21,2505.31,2447.97,0,B,-57.34
3,12,2012-09-28,2531.73,2394.08,0,B,-137.65
3,12,2012-10-05,2526.15,2567.7,0,B,41.55
3,12,2012-10-12,2429.85,2419.47,0,B,-10.38
3,12,2012-10-19,2313.96,2462.85,0,B,148.89
3,12,2012-10-26,2648.01,2467.25,0,B,-180.76
3,13,2012-08-10,11866.41,11673.89,0,B,-192.52
3,13,2012-08-17,11474.69,11627.06,0,B,152.37
3,13,2012-08-24,11281.67,11742.46,0,B,460.79
3,13,2012-08-31,12527.53,11839.1,0,B,-688.43
3,13,2012-09-07,12805.9,11727.98,1,B,-1077.92
3,13,2012-09-14,11184.32,11617.59,0,B,433.27
3,13,2012-09-21,12382.34,11733.41,0,B,-648.93
3,13,2012-09-28,12463.51,11419.28,0,B,-1044.23
3,13,2012-10-05,14438.47,12285.52,0,B,-2152.95
3,13,2012-10-12,11676.81,11551.85,0,B,-124.96
3,13,2012-10-19,13327.54,11666.44,0,B,-1661.1
3,13,2012-10-26,11696.34,11557.73,0,B,-138.61
3,14,2012-08-10,5063.28,4650.39,0,B,-412.89
3,14,2012-08-17,4500.67,4565.3,0,B,64.63
3,14,2012-08-24,3907.95,4643.24,0,B,735.29
3,14,2012-08-31,4448.85,4688.58,0,B,239.73
3,14,2012-09-07,4748.0,4753.85,1,B,5.85
3,14,2012-09-14,5294.4,4654.19,0,B,-640.21
3,14,2012-09-21,5272.37,4663.96,0,B,-608.41
3,14,2012-09-28,4497.34,4590.47,0,B,93.13
3,14,2012-10-05,4420.59,4837.55,0,B,416.96
3,14,2012-10-12,4018.13,4659.35,0,B,641.22
3,14,2012-10-19,5746.54,4722.08,0,B,-1024.46
3,14,2012-10-26,4716.3,4730.97,0,B,14.67
3,16,2012-08-10,7358.74,7735.85,0,B,377.11
3,16,2012-08-17,6540.72,7649.22,0,B,1108.5
3,16,2012-08-24,4483.77,7799.12,0,B,3315.35
3,16,2012-08-31,5540.49,7888.46,0,B,2347.97
3,16,2012-09-07,5996.9,7819.14,1,B,1822.24
3,16,2012-09-14,4723.21,7780.05,0,B,3056.84
3,16,2012-09-21,5378.94,7823.65,0,B,2444.71
3,16,2012-09-28,5148.74,7689.86,0,B,2541.12
3,16,2012-10-05,3947.4,8172.24,0,B,4224.84
3,16,2012-10-12,3887.53,7700.85,0,B,3813.32
3,16,2012-10-19,4158.08,7818.96,0,B,3660.88
3,16,2012-10-26,3285.67,7863.44,0,B,4577.77
3,17,2012-08-10,3480.06,2715.38,0,B,-764.68
3,17,2012-08-17,2940.1,2636.09,0,B,-304.01
3,17,2012-08-24,1974.4,2705.15,0,B,730.75
3,17,2012-08-31,2022.0,2757.18,0,B,735.18
3,17,2012-09-07,2505.38,2795.78,1,B,290.4
3,17,2012-09-14,2672.64,2646.72,0,B,-25.92
3,17,2012-09-21,3155.68,2712.34,0,B,-443.34
3,17,2012-09-28,2303.58,2648.57,0,B,344.99
3,17,2012-10-05,2801.72,2850.37,0,B,48.65
3,17,2012-10-12,2245.53,2690.23,0,B,444.7
3,17,2012-10-19,3584.41,2802.11,0,B,-782.3
